"code","iso","country","HAD.raw.1990","HAD.raw.1991","HAD.raw.1992","HAD.raw.1993","HAD.raw.1994","HAD.raw.1995","HAD.raw.1996","HAD.raw.1997","HAD.raw.1998","HAD.raw.1999","HAD.raw.2000","HAD.raw.2001","HAD.raw.2002","HAD.raw.2003","HAD.raw.2004","HAD.raw.2005","HAD.raw.2006","HAD.raw.2007","HAD.raw.2008","HAD.raw.2009","HAD.raw.2010","HAD.raw.2011","HAD.raw.2012","HAD.raw.2013","HAD.raw.2014","HAD.raw.2015","HAD.raw.2016","HAD.raw.2017","HAD.raw.2018","HAD.raw.2019"
422,"LBN","Lebanon",515.0776,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.7413,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7085,NA,NA,NA,NA,9.13,NA,NA,NA,5.41
426,"LSO","Lesotho",5888.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,5383.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,5563.855,NA,NA,NA,NA,4926.731,NA,NA,NA,4105.321
430,"LBR","Liberia",10084.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,6928.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,4793.568,NA,NA,NA,NA,4059.107,NA,NA,NA,3597.305
434,"LBY","Libya",864.9249,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.5021,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1376,NA,NA,NA,NA,8.05,NA,NA,NA,5.32
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",250.0906,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.7884,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9253,NA,NA,NA,NA,34.3212,NA,NA,NA,23.6334
442,"LUX","Luxembourg",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,NA,NA,0.724,NA,NA,NA,0.581
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",9000.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,6598.928,NA,NA,NA,NA,5780.084,NA,NA,NA,5243.179
454,"MWI","Malawi",8701.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,8077.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,5747.213,NA,NA,NA,NA,4880.211,NA,NA,NA,4385.699
458,"MYS","Malaysia",257.9097,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.0981,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4515,NA,NA,NA,NA,18.8954,NA,NA,NA,13.4393
462,"MDV","Maldives",4465.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,2052.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.0457,NA,NA,NA,NA,315.4177,NA,NA,NA,229.3626
466,"MLI","Mali",9297.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,7945.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,6548.627,NA,NA,NA,NA,5945.214,NA,NA,NA,5594.787
470,"MLT","Malta",22.9354,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,NA,NA,NA,NA,1.53,NA,NA,NA,1.11
584,"MHL","Marshall Islands",4800.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,3550.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,3108.771,NA,NA,NA,NA,2648.517,NA,NA,NA,2142.882
478,"MRT","Mauritania",6013.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,4041.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,2768.865,NA,NA,NA,NA,2108.255,NA,NA,NA,1638.421
480,"MUS","Mauritius",603.8285,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9078,NA,NA,NA,NA,39.8511,NA,NA,NA,27.0096
484,"MEX","Mexico",1072.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.0322,NA,NA,NA,NA,321.1355,NA,NA,NA,254.0816
583,"FSM","Micronesia",6303.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,4457.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035.951,NA,NA,NA,NA,2478.383,NA,NA,NA,2056.308
498,"MDA","Moldova",2052.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.6102,NA,NA,NA,NA,183.4613,NA,NA,NA,127.9675
492,"MCO","Monaco",1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531,NA,NA,NA,NA,0.438,NA,NA,NA,0.355
496,"MNG","Mongolia",6495.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,5389.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,2620.557,NA,NA,NA,NA,1538.611,NA,NA,NA,1233.096
499,"MNE","Montenegro",833.3242,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.7939,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.1112,NA,NA,NA,NA,466.4967,NA,NA,NA,396.06
504,"MAR","Morocco",2323.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1313.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.8657,NA,NA,NA,NA,296.9435,NA,NA,NA,157.4609
508,"MOZ","Mozambique",9650.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,7636.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,6657.098,NA,NA,NA,NA,6026.018,NA,NA,NA,5444.761
104,"MMR","Myanmar",10923.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,8892.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,5076.55,NA,NA,NA,NA,3997.556,NA,NA,NA,3303.993
516,"NAM","Namibia",4991.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,2600.262,NA,NA,NA,NA,1930.77,NA,NA,NA,1546.844
520,"NRU","Nauru",1864.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.3659,NA,NA,NA,NA,428.2351,NA,NA,NA,274.1971
524,"NPL","Nepal",9895.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,6622.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,4457.938,NA,NA,NA,NA,3394.644,NA,NA,NA,2803.951
528,"NLD","Netherlands",4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,0.498,NA,NA,NA,0.41
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",11.2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,NA,NA,NA,NA,1.27,NA,NA,NA,1.06
558,"NIC","Nicaragua",3220.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,2198.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600.307,NA,NA,NA,NA,1279.34,NA,NA,NA,1086.142
562,"NER","Niger",13273.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,10458.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,7081.298,NA,NA,NA,NA,6895.475,NA,NA,NA,6356.791
566,"NGA","Nigeria",8639.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,7855.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,5102.59,NA,NA,NA,NA,4201.531,NA,NA,NA,3505.576
570,"NIU","Niue",1624.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,861.6515,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.1889,NA,NA,NA,NA,180.2419,NA,NA,NA,143.7458
408,"PRK","North Korea",5762.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,4970.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,3807.379,NA,NA,NA,NA,2979.777,NA,NA,NA,2557.658
807,"MKD","North Macedonia",1601.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.7581,NA,NA,NA,NA,498.3184,NA,NA,NA,409.2975
578,"NOR","Norway",3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,0.412,NA,NA,NA,0.335
512,"OMN","Oman",2529.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.5224,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3588,NA,NA,NA,NA,24.9026,NA,NA,NA,13.2487
586,"PAK","Pakistan",7199.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,6582.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,4884.523,NA,NA,NA,NA,3898.106,NA,NA,NA,3126.444
585,"PLW","Palau",7.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,NA,NA,NA,3.1,NA,NA,NA,1.94
591,"PAN","Panama",801.2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.2368,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.5159,NA,NA,NA,NA,177.7615,NA,NA,NA,121.597
598,"PNG","Papua New Guinea",8879.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,8207.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,7951.761,NA,NA,NA,NA,7242.354,NA,NA,NA,6736.909
600,"PRY","Paraguay",2053.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094.271,NA,NA,NA,NA,753.8549,NA,NA,NA,592.6985
604,"PER","Peru",2262.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.4672,NA,NA,NA,NA,359.8172,NA,NA,NA,232.8807
608,"PHL","Philippines",3028.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,2352.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635.569,NA,NA,NA,NA,2080.405,NA,NA,NA,1650.727
616,"POL","Poland",808.9183,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.0952,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.3555,NA,NA,NA,NA,123.7123,NA,NA,NA,97.2719
620,"PRT","Portugal",101.0805,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13,NA,NA,NA,NA,4.67,NA,NA,NA,3.22
634,"QAT","Qatar",17.6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA,0.345,NA,NA,NA,0.222
178,"COG","Republic of Congo",6639.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,5211.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,3276.857,NA,NA,NA,NA,2330.084,NA,NA,NA,1814.828
642,"ROU","Romania",1329.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,778.4115,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.1942,NA,NA,NA,NA,193.4906,NA,NA,NA,155.7785
643,"RUS","Russia",204.1463,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.5896,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.9219,NA,NA,NA,NA,34.6612,NA,NA,NA,25.8351
646,"RWA","Rwanda",9894.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,8065.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,4603.128,NA,NA,NA,NA,3844.784,NA,NA,NA,3485.267
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",703.3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.6239,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2432,NA,NA,NA,NA,56.9049,NA,NA,NA,44.5899
662,"LCA","Saint Lucia",1449.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.0074,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.4689,NA,NA,NA,NA,81.3002,NA,NA,NA,66.8583
670,"VCT","Saint Vincent and the Grenadines",1313.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.5513,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.7511,NA,NA,NA,NA,120.1047,NA,NA,NA,94.7371
882,"WSM","Samoa",4379.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,3774.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,3555.066,NA,NA,NA,NA,3250.339,NA,NA,NA,2714.176
674,"SMR","San Marino",3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,0.785,NA,NA,NA,0.679
678,"STP","Sao Tome and Principe",6259.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,3723.853,NA,NA,NA,NA,2926.146,NA,NA,NA,2336.481
682,"SAU","Saudi Arabia",2031.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1547,NA,NA,NA,NA,15.2253,NA,NA,NA,7.99
686,"SEN","Senegal",6489.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,4643.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,4008.916,NA,NA,NA,NA,3803.546,NA,NA,NA,3320.73
688,"SRB","Serbia",1645.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.555,NA,NA,NA,NA,331.1138,NA,NA,NA,274.2477
690,"SYC","Seychelles",269.5887,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8347,NA,NA,NA,NA,16.6299,NA,NA,NA,11.5419
694,"SLE","Sierra Leone",11209.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,9366.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,7632.802,NA,NA,NA,NA,6122.692,NA,NA,NA,5451.495
702,"SGP","Singapore",84.9397,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8571,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,NA,NA,NA,NA,1.18,NA,NA,NA,0.842
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",85.1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.52,NA,NA,NA,NA,11.2562,NA,NA,NA,8.8
705,"SVN","Slovenia",269.4686,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4346,NA,NA,NA,NA,42.6383,NA,NA,NA,34.7326
90,"SLB","Solomon Islands",14670.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,13435.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,12065.27,NA,NA,NA,NA,11677.11,NA,NA,NA,10869.5
706,"SOM","Somalia",12843.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,10912.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,10120.23,NA,NA,NA,NA,9172.122,NA,NA,NA,8649.525
710,"ZAF","South Africa",2113.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,1829.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,891.558,NA,NA,NA,NA,534.0119,NA,NA,NA,348.2279
410,"KOR","South Korea",52.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,NA,NA,NA,NA,0.634,NA,NA,NA,0.471
728,"SSD","South Sudan",8952.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,7079.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,5856.576,NA,NA,NA,NA,5592.295,NA,NA,NA,4746.389
724,"ESP","Spain",73.0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9617,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11,NA,NA,NA,NA,6.25,NA,NA,NA,4.91
144,"LKA","Sri Lanka",2691.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,1889.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.842,NA,NA,NA,NA,1040.855,NA,NA,NA,804.9522
275,"PSE","State of Palestine",1803.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0143,NA,NA,NA,NA,56.5909,NA,NA,NA,34.7568
729,"SDN","Sudan",8412.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,5810.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,3458.167,NA,NA,NA,NA,2432.816,NA,NA,NA,1643.482
740,"SUR","Suriname",1593.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.8577,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.5027,NA,NA,NA,NA,323.3968,NA,NA,NA,258.7524
752,"SWE","Sweden",4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,0.463,NA,NA,NA,0.364
756,"CHE","Switzerland",1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA,NA,0.265,NA,NA,NA,0.217
760,"SYR","Syria",562.5749,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1177,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7951,NA,NA,NA,NA,7.48,NA,NA,NA,4.28
158,"TWN","Taiwan",575.0631,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.5937,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.874,NA,NA,NA,NA,40.1496,NA,NA,NA,32.6922
762,"TJK","Tajikistan",5227.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,4456.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,2662.746,NA,NA,NA,NA,1926.613,NA,NA,NA,1525.145
834,"TZA","Tanzania",8027.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,6323.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,4902.719,NA,NA,NA,NA,4399.215,NA,NA,NA,3890.545
764,"THA","Thailand",1883.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.9668,NA,NA,NA,NA,318.6058,NA,NA,NA,240.5413
626,"TLS","Timor-Leste",8638.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,6593.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,4023.989,NA,NA,NA,NA,3760.552,NA,NA,NA,3561.791
768,"TGO","Togo",7054.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,6084.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,5285.434,NA,NA,NA,NA,4379.931,NA,NA,NA,3874.239
776,"TON","Tonga",2792.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,2091.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590.518,NA,NA,NA,NA,1320.438,NA,NA,NA,1064.275
780,"TTO","Trinidad and Tobago",37.8823,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,2.77,NA,NA,NA,2.25
788,"TUN","Tunisia",599.2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.0769,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7747,NA,NA,NA,NA,8.71,NA,NA,NA,5.02
792,"TUR","Turkey",791.4831,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7039,NA,NA,NA,NA,14.6562,NA,NA,NA,7.99
795,"TKM","Turkmenistan",73.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5676,NA,NA,NA,NA,6.05,NA,NA,NA,4.13
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",5251.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,2622.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134.255,NA,NA,NA,NA,738.5734,NA,NA,NA,510.2625
800,"UGA","Uganda",6664.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,6603.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,4698.424,NA,NA,NA,NA,4147.058,NA,NA,NA,3645.482
804,"UKR","Ukraine",302.9186,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.7375,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.1086,NA,NA,NA,NA,104.7788,NA,NA,NA,85.2415
784,"ARE","United Arab Emirates",23.6752,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327,NA,NA,NA,NA,0.183,NA,NA,NA,0.135
826,"GBR","United Kingdom",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,0.285,NA,NA,NA,0.242
840,"USA","United States of America",3.60987591773415,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45325792791875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49264446849243,NA,NA,NA,NA,1.18915512765781,NA,NA,NA,1.02242829105714
858,"URY","Uruguay",274.5139,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7008,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.077,NA,NA,NA,NA,31.7872,NA,NA,NA,23.8835
860,"UZB","Uzbekistan",2090.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118.906,NA,NA,NA,NA,717.1655,NA,NA,NA,481.0847
548,"VUT","Vanuatu",7383.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,7163.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,6576.73,NA,NA,NA,NA,6395.632,NA,NA,NA,6048.424
862,"VEN","Venezuela",107.9586,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7607,NA,NA,NA,NA,10.8511,NA,NA,NA,8.97
704,"VNM","Viet Nam",4258.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,2737.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694.946,NA,NA,NA,NA,1294.453,NA,NA,NA,1011.431
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",7910.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,5050.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,2913.436,NA,NA,NA,NA,2287.968,NA,NA,NA,1949.31
894,"ZMB","Zambia",7991.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,6816.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,4954.257,NA,NA,NA,NA,3878.9,NA,NA,NA,3254.536
716,"ZWE","Zimbabwe",4484.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,3825.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,5121.486,NA,NA,NA,NA,4478.85,NA,NA,NA,4040.038
