"code","iso","country","OZD.raw.1990","OZD.raw.1991","OZD.raw.1992","OZD.raw.1993","OZD.raw.1994","OZD.raw.1995","OZD.raw.1996","OZD.raw.1997","OZD.raw.1998","OZD.raw.1999","OZD.raw.2000","OZD.raw.2001","OZD.raw.2002","OZD.raw.2003","OZD.raw.2004","OZD.raw.2005","OZD.raw.2006","OZD.raw.2007","OZD.raw.2008","OZD.raw.2009","OZD.raw.2010","OZD.raw.2011","OZD.raw.2012","OZD.raw.2013","OZD.raw.2014","OZD.raw.2015","OZD.raw.2016","OZD.raw.2017","OZD.raw.2018","OZD.raw.2019"
422,"LBN","Lebanon",43.7279,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3255,NA,NA,NA,NA,31.0411,NA,NA,NA,27.0739
426,"LSO","Lesotho",38.9416,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7439,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.384,NA,NA,NA,NA,68.4778,NA,NA,NA,83.5723
430,"LBR","Liberia",3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,17.2386,NA,NA,NA,18.2322
434,"LBY","Libya",30.1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4756,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1443,NA,NA,NA,NA,32.8138,NA,NA,NA,36.6278
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",22.1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8895,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44,NA,NA,NA,NA,7.21,NA,NA,NA,4.43
442,"LUX","Luxembourg",20.6197,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4103,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8116,NA,NA,NA,NA,15.987,NA,NA,NA,15.8034
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22,NA,NA,NA,NA,15.8657,NA,NA,NA,23.1744
454,"MWI","Malawi",8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8798,NA,NA,NA,NA,16.1824,NA,NA,NA,20.6699
458,"MYS","Malaysia",16.2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5044,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6601,NA,NA,NA,NA,23.4279,NA,NA,NA,25.1075
462,"MDV","Maldives",40.5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6633,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8567,NA,NA,NA,NA,49.9452,NA,NA,NA,61.0988
466,"MLI","Mali",22.9315,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4181,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4561,NA,NA,NA,NA,37.4605,NA,NA,NA,47.9242
470,"MLT","Malta",50.4711,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6587,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9165,NA,NA,NA,NA,20.4654,NA,NA,NA,21.8859
584,"MHL","Marshall Islands",0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA,NA,NA,0.258,NA,NA,NA,0.0967
478,"MRT","Mauritania",12.7494,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21,NA,NA,NA,NA,14.4553,NA,NA,NA,16.2609
480,"MUS","Mauritius",1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,NA,NA,NA,NA,0.209,NA,NA,NA,0.0472
484,"MEX","Mexico",88.2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.3433,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.846,NA,NA,NA,NA,31.1022,NA,NA,NA,30.9837
583,"FSM","Micronesia",3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,NA,NA,NA,NA,0.836,NA,NA,NA,0.36
498,"MDA","Moldova",83.6502,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5659,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6226,NA,NA,NA,NA,16.7082,NA,NA,NA,11.7368
492,"MCO","Monaco",26.4658,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2544,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5272,NA,NA,NA,NA,21.2048,NA,NA,NA,19.0141
496,"MNG","Mongolia",58.8957,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9388,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5573,NA,NA,NA,NA,25.2192,NA,NA,NA,22.3724
499,"MNE","Montenegro",12.9411,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,NA,NA,NA,NA,10.9709,NA,NA,NA,10.5935
504,"MAR","Morocco",20.3411,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0269,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2871,NA,NA,NA,NA,40.8972,NA,NA,NA,44.538
508,"MOZ","Mozambique",3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75,NA,NA,NA,NA,12.2363,NA,NA,NA,16.7644
104,"MMR","Myanmar",67.9739,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9762,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9629,NA,NA,NA,NA,93.471,NA,NA,NA,86.844
516,"NAM","Namibia",66.0295,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5538,NA,NA,NA,NA,47.6589,NA,NA,NA,54.5891
520,"NRU","Nauru",0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862,NA,NA,NA,NA,0.497,NA,NA,NA,0.328
524,"NPL","Nepal",466.1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.3911,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.5437,NA,NA,NA,NA,505.6575,NA,NA,NA,545.8431
528,"NLD","Netherlands",18.5803,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7323,NA,NA,NA,NA,16.5492,NA,NA,NA,16.4578
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,NA,NA,NA,NA,3.67,NA,NA,NA,5.29
558,"NIC","Nicaragua",7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7288,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84,NA,NA,NA,NA,9.53,NA,NA,NA,13.1901
562,"NER","Niger",44.8067,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6634,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7482,NA,NA,NA,NA,43.0353,NA,NA,NA,48.5601
566,"NGA","Nigeria",36.8286,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9863,NA,NA,NA,NA,39.9744,NA,NA,NA,42.2623
570,"NIU","Niue",23.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4414,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,NA,NA,NA,NA,19.1929,NA,NA,NA,15.7364
408,"PRK","North Korea",199.7038,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.8611,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4355,NA,NA,NA,NA,225.879,NA,NA,NA,215.4331
807,"MKD","North Macedonia",56.2995,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5175,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9901,NA,NA,NA,NA,18.9342,NA,NA,NA,11.6048
578,"NOR","Norway",9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2472,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0899,NA,NA,NA,NA,11.1746,NA,NA,NA,8.68
512,"OMN","Oman",56.1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9016,NA,NA,NA,NA,47.7838,NA,NA,NA,38.2451
586,"PAK","Pakistan",194.8856,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.0865,NA,NA,NA,NA,221.4492,NA,NA,NA,227.7381
585,"PLW","Palau",3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,2.59,NA,NA,NA,1.23
591,"PAN","Panama",12.0248,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19,NA,NA,NA,NA,5.35,NA,NA,NA,6.9
598,"PNG","Papua New Guinea",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,NA,NA,NA,NA,1.66,NA,NA,NA,1.08
600,"PRY","Paraguay",8.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,10.5777,NA,NA,NA,17.0955
604,"PER","Peru",1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,2.08,NA,NA,NA,3.87
608,"PHL","Philippines",4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3507,NA,NA,NA,NA,6.71,NA,NA,NA,3.36
616,"POL","Poland",30.7052,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0795,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5311,NA,NA,NA,NA,17.2575,NA,NA,NA,15.3471
620,"PRT","Portugal",16.3158,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7022,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.072,NA,NA,NA,NA,14.2672,NA,NA,NA,13.046
634,"QAT","Qatar",61.2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.0838,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6824,NA,NA,NA,NA,52.0991,NA,NA,NA,48.5888
178,"COG","Republic of Congo",24.9081,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.668,NA,NA,NA,NA,31.9679,NA,NA,NA,44.2482
642,"ROU","Romania",84.2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1646,NA,NA,NA,NA,10.2937,NA,NA,NA,6.79
643,"RUS","Russia",40.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9776,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2425,NA,NA,NA,NA,13.6798,NA,NA,NA,10.0001
646,"RWA","Rwanda",43.1564,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3907,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8386,NA,NA,NA,NA,40.0615,NA,NA,NA,55.0322
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116,NA,NA,NA,NA,0.0281,NA,NA,NA,0.00407
662,"LCA","Saint Lucia",7.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,NA,NA,NA,NA,0.892,NA,NA,NA,0.409
670,"VCT","Saint Vincent and the Grenadines",2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,0.484,NA,NA,NA,0.281
882,"WSM","Samoa",35.5439,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0537,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4775,NA,NA,NA,NA,26.1537,NA,NA,NA,21.0149
674,"SMR","San Marino",27.3357,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6057,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5094,NA,NA,NA,NA,17.265,NA,NA,NA,18.1794
678,"STP","Sao Tome and Principe",17.8326,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3085,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.021,NA,NA,NA,NA,52.4513,NA,NA,NA,56.4465
682,"SAU","Saudi Arabia",62.7575,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9497,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.074,NA,NA,NA,NA,48.6639,NA,NA,NA,47.2064
686,"SEN","Senegal",17.4014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9676,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7734,NA,NA,NA,NA,25.5061,NA,NA,NA,27.9985
688,"SRB","Serbia",48.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8202,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0764,NA,NA,NA,NA,17.4696,NA,NA,NA,11.7586
690,"SYC","Seychelles",1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,NA,NA,NA,NA,4.77,NA,NA,NA,7.04
694,"SLE","Sierra Leone",16.7859,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9155,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7913,NA,NA,NA,NA,31.5902,NA,NA,NA,30.0397
702,"SGP","Singapore",21.2597,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,9.07,NA,NA,NA,9.34
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",23.8935,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8583,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8462,NA,NA,NA,NA,16.9661,NA,NA,NA,14.5064
705,"SVN","Slovenia",43.9504,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3614,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6395,NA,NA,NA,NA,16.0807,NA,NA,NA,18.2816
90,"SLB","Solomon Islands",1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,NA,NA,NA,NA,1.17,NA,NA,NA,0.771
706,"SOM","Somalia",7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,NA,NA,NA,NA,22.5433,NA,NA,NA,31.9333
710,"ZAF","South Africa",16.8307,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7863,NA,NA,NA,NA,24.0357,NA,NA,NA,27.4055
410,"KOR","South Korea",27.3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6797,NA,NA,NA,NA,19.2498,NA,NA,NA,22.898
728,"SSD","South Sudan",56.2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7478,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8814,NA,NA,NA,NA,34.3483,NA,NA,NA,30.8261
724,"ESP","Spain",27.6264,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9335,NA,NA,NA,NA,28.3614,NA,NA,NA,28.7015
144,"LKA","Sri Lanka",4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64,NA,NA,NA,NA,16.254,NA,NA,NA,20.009
275,"PSE","State of Palestine",60.5316,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4253,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2649,NA,NA,NA,NA,35.0878,NA,NA,NA,33.2709
729,"SDN","Sudan",33.2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9765,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.796,NA,NA,NA,NA,38.9059,NA,NA,NA,42.9617
740,"SUR","Suriname",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA,NA,0.796,NA,NA,NA,0.853
752,"SWE","Sweden",6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42,NA,NA,NA,NA,8.04,NA,NA,NA,6.18
756,"CHE","Switzerland",29.4208,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3946,NA,NA,NA,NA,18.2322,NA,NA,NA,17.498
760,"SYR","Syria",52.1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.0078,NA,NA,NA,NA,42.3871,NA,NA,NA,41.7378
158,"TWN","Taiwan",23.4901,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0492,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0189,NA,NA,NA,NA,21.6118,NA,NA,NA,16.6596
762,"TJK","Tajikistan",123.1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5517,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3356,NA,NA,NA,NA,75.6499,NA,NA,NA,69.5745
834,"TZA","Tanzania",4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03,NA,NA,NA,NA,12.0224,NA,NA,NA,16.1281
764,"THA","Thailand",16.6384,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7134,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7118,NA,NA,NA,NA,23.8069,NA,NA,NA,25.4655
626,"TLS","Timor-Leste",13.0065,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.205,NA,NA,NA,NA,20.4101,NA,NA,NA,24.496
768,"TGO","Togo",33.1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7496,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1052,NA,NA,NA,NA,47.6442,NA,NA,NA,53.3737
776,"TON","Tonga",18.7708,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2506,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8716,NA,NA,NA,NA,17.1974,NA,NA,NA,13.8876
780,"TTO","Trinidad and Tobago",3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,1.23,NA,NA,NA,1.04
788,"TUN","Tunisia",37.7854,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9884,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.189,NA,NA,NA,NA,30.5019,NA,NA,NA,31.0304
792,"TUR","Turkey",93.0207,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8856,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3041,NA,NA,NA,NA,63.5992,NA,NA,NA,56.8721
795,"TKM","Turkmenistan",76.0951,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6077,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7663,NA,NA,NA,NA,17.2925,NA,NA,NA,18.43
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,NA,NA,NA,4.8,NA,NA,NA,5.28
800,"UGA","Uganda",31.5498,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9238,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7792,NA,NA,NA,NA,32.7255,NA,NA,NA,36.0166
804,"UKR","Ukraine",78.1173,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7719,NA,NA,NA,NA,15.8123,NA,NA,NA,13.7444
784,"ARE","United Arab Emirates",112.9758,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.4904,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.9044,NA,NA,NA,NA,98.2798,NA,NA,NA,84.227
826,"GBR","United Kingdom",13.7101,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,NA,NA,NA,NA,7.92,NA,NA,NA,6.24
840,"USA","United States of America",47.62754337625,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4354537806779,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7853409873147,NA,NA,NA,NA,38.2881396085328,NA,NA,NA,34.7851192355228
858,"URY","Uruguay",6.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03,NA,NA,NA,NA,7.96,NA,NA,NA,10.0718
860,"UZB","Uzbekistan",77.5319,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.8348,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2838,NA,NA,NA,NA,33.3671,NA,NA,NA,34.4481
548,"VUT","Vanuatu",8.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA,NA,7.75,NA,NA,NA,8.48
862,"VEN","Venezuela",10.1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,7.86,NA,NA,NA,10.2563
704,"VNM","Viet Nam",18.4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2855,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6373,NA,NA,NA,NA,29.7865,NA,NA,NA,27.1122
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",40.0546,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.507,NA,NA,NA,NA,47.0084,NA,NA,NA,54.8606
894,"ZMB","Zambia",30.1499,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7705,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7001,NA,NA,NA,NA,30.6686,NA,NA,NA,35.4352
716,"ZWE","Zimbabwe",11.9236,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9513,NA,NA,NA,NA,18.4086,NA,NA,NA,24.0783
