"code","iso","country","PMD.raw.1990","PMD.raw.1991","PMD.raw.1992","PMD.raw.1993","PMD.raw.1994","PMD.raw.1995","PMD.raw.1996","PMD.raw.1997","PMD.raw.1998","PMD.raw.1999","PMD.raw.2000","PMD.raw.2001","PMD.raw.2002","PMD.raw.2003","PMD.raw.2004","PMD.raw.2005","PMD.raw.2006","PMD.raw.2007","PMD.raw.2008","PMD.raw.2009","PMD.raw.2010","PMD.raw.2011","PMD.raw.2012","PMD.raw.2013","PMD.raw.2014","PMD.raw.2015","PMD.raw.2016","PMD.raw.2017","PMD.raw.2018","PMD.raw.2019"
422,"LBN","Lebanon",1940.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.315,NA,NA,NA,NA,1828.016,NA,NA,NA,1647.45
426,"LSO","Lesotho",939.5558,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2070.586,NA,NA,NA,NA,2264.275,NA,NA,NA,2050.939
430,"LBR","Liberia",982.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.8041,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.0462,NA,NA,NA,NA,904.3815,NA,NA,NA,853.1089
434,"LBY","Libya",1779.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,2085.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101.679,NA,NA,NA,NA,1905.464,NA,NA,NA,1929.949
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",1319.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,957.9499,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.9769,NA,NA,NA,NA,652.6006,NA,NA,NA,474.2361
442,"LUX","Luxembourg",854.8954,NA,NA,NA,NA,NA,NA,NA,NA,NA,508.2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.9038,NA,NA,NA,NA,251.5555,NA,NA,NA,227.6745
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",384.2633,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.5667,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.7618,NA,NA,NA,NA,559.7048,NA,NA,NA,547.7337
454,"MWI","Malawi",359.7987,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.7454,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.8044,NA,NA,NA,NA,530.9577,NA,NA,NA,462.1835
458,"MYS","Malaysia",2049.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258.252,NA,NA,NA,NA,1209.068,NA,NA,NA,1101.208
462,"MDV","Maldives",717.5755,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.9314,NA,NA,NA,NA,409.8229,NA,NA,NA,460.6941
466,"MLI","Mali",578.8635,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.4929,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.2855,NA,NA,NA,NA,802.8499,NA,NA,NA,800.7811
470,"MLT","Malta",943.7106,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.7408,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.3391,NA,NA,NA,NA,416.992,NA,NA,NA,382.192
584,"MHL","Marshall Islands",608.5298,NA,NA,NA,NA,NA,NA,NA,NA,NA,919.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036.704,NA,NA,NA,NA,1008.337,NA,NA,NA,1056.908
478,"MRT","Mauritania",1483.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,1688.456,NA,NA,NA,NA,1900.673,NA,NA,NA,1832.707
480,"MUS","Mauritius",1433.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1170.776,NA,NA,NA,NA,1081.178,NA,NA,NA,1050.375
484,"MEX","Mexico",1350.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.8143,NA,NA,NA,NA,928.9576,NA,NA,NA,901.6195
583,"FSM","Micronesia",803.1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,1196.743,NA,NA,NA,NA,1421.936,NA,NA,NA,1334.865
498,"MDA","Moldova",1641.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1672.101,NA,NA,NA,NA,1291.559,NA,NA,NA,917.1965
492,"MCO","Monaco",379.1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.0605,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.4745,NA,NA,NA,NA,417.6385,NA,NA,NA,347.9944
496,"MNG","Mongolia",2036.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,2531.577,NA,NA,NA,NA,2579.124,NA,NA,NA,2670.157
499,"MNE","Montenegro",1812.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652.34,NA,NA,NA,NA,1479.274,NA,NA,NA,1324.117
504,"MAR","Morocco",1489.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,2247.694,NA,NA,NA,NA,2315.474,NA,NA,NA,2425.663
508,"MOZ","Mozambique",239.3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.5919,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.6966,NA,NA,NA,NA,435.5956,NA,NA,NA,411.7135
104,"MMR","Myanmar",1310.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746.474,NA,NA,NA,NA,1552.917,NA,NA,NA,1533.805
516,"NAM","Namibia",1136.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579.673,NA,NA,NA,NA,1632.15,NA,NA,NA,1526.972
520,"NRU","Nauru",875.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,996.1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.1231,NA,NA,NA,NA,806.2637,NA,NA,NA,807.3956
524,"NPL","Nepal",1209.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813.95,NA,NA,NA,NA,2205.716,NA,NA,NA,2235.589
528,"NLD","Netherlands",973.9709,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.8269,NA,NA,NA,NA,330.9674,NA,NA,NA,307.8661
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",283.4787,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.2436,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.7771,NA,NA,NA,NA,98.765,NA,NA,NA,98.5956
558,"NIC","Nicaragua",347.7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.1308,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.3518,NA,NA,NA,NA,608.8651,NA,NA,NA,605.5378
562,"NER","Niger",840.4334,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,628.0385,NA,NA,NA,NA,766.3054,NA,NA,NA,720.2506
566,"NGA","Nigeria",1167.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491.131,NA,NA,NA,NA,1929.854,NA,NA,NA,1869.209
570,"NIU","Niue",604.1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.7515,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.8718,NA,NA,NA,NA,573.3368,NA,NA,NA,641.9016
408,"PRK","North Korea",1353.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1546.402,NA,NA,NA,NA,1811.168,NA,NA,NA,1754.782
807,"MKD","North Macedonia",2825.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,2514.444,NA,NA,NA,NA,2248.055,NA,NA,NA,2083.701
578,"NOR","Norway",545.3965,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.1846,NA,NA,NA,NA,115.4252,NA,NA,NA,98.9678
512,"OMN","Oman",2582.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,3371.724,NA,NA,NA,NA,3014.294,NA,NA,NA,2625.985
586,"PAK","Pakistan",1182.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,1807.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,2468.643,NA,NA,NA,NA,2961.403,NA,NA,NA,2939.265
585,"PLW","Palau",784.4091,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.8344,NA,NA,NA,NA,1158.506,NA,NA,NA,691.5664
591,"PAN","Panama",537.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,561.7674,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.2643,NA,NA,NA,NA,563.2967,NA,NA,NA,454.3856
598,"PNG","Papua New Guinea",512.5026,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.2461,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.5703,NA,NA,NA,NA,669.2463,NA,NA,NA,699.5362
600,"PRY","Paraguay",445.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.0446,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.2442,NA,NA,NA,NA,449.0586,NA,NA,NA,498.9357
604,"PER","Peru",1409.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,896.1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.394,NA,NA,NA,NA,762.7844,NA,NA,NA,745.4324
608,"PHL","Philippines",1002.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261.983,NA,NA,NA,NA,1210.566,NA,NA,NA,1193.904
616,"POL","Poland",2233.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261.624,NA,NA,NA,NA,985.8475,NA,NA,NA,947.9187
620,"PRT","Portugal",655.2761,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.8682,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.8914,NA,NA,NA,NA,218.8508,NA,NA,NA,190.9003
634,"QAT","Qatar",4328.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,3296.591,NA,NA,NA,NA,2856.83,NA,NA,NA,2510.182
178,"COG","Republic of Congo",1245.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641.181,NA,NA,NA,NA,1948.503,NA,NA,NA,1963.733
642,"ROU","Romania",1789.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281.593,NA,NA,NA,NA,984.2334,NA,NA,NA,936.3785
643,"RUS","Russia",1703.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454.475,NA,NA,NA,NA,975.8511,NA,NA,NA,764.4997
646,"RWA","Rwanda",871.6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.4374,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.6548,NA,NA,NA,NA,791.3629,NA,NA,NA,811.726
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",868.6403,NA,NA,NA,NA,NA,NA,NA,NA,NA,665.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.7684,NA,NA,NA,NA,486.5719,NA,NA,NA,519.3908
662,"LCA","Saint Lucia",1094.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,983.7179,NA,NA,NA,NA,1098.11,NA,NA,NA,1114.515
670,"VCT","Saint Vincent and the Grenadines",1025.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193.365,NA,NA,NA,NA,1333.999,NA,NA,NA,1285.493
882,"WSM","Samoa",762.3822,NA,NA,NA,NA,NA,NA,NA,NA,NA,740.9543,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.5481,NA,NA,NA,NA,712.4323,NA,NA,NA,778.9955
674,"SMR","San Marino",357.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.8664,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.2122,NA,NA,NA,NA,211.9398,NA,NA,NA,208.9936
678,"STP","Sao Tome and Principe",682.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.5349,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031.143,NA,NA,NA,NA,1403.877,NA,NA,NA,1343
682,"SAU","Saudi Arabia",1936.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,3443.253,NA,NA,NA,NA,3096.689,NA,NA,NA,2791.991
686,"SEN","Senegal",947.5101,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.311,NA,NA,NA,NA,1258.647,NA,NA,NA,1210.125
688,"SRB","Serbia",2207.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945.736,NA,NA,NA,NA,1664.118,NA,NA,NA,1478.487
690,"SYC","Seychelles",1138.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,986.2718,NA,NA,NA,NA,971.3227,NA,NA,NA,999.1658
694,"SLE","Sierra Leone",997.4385,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.7876,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.7404,NA,NA,NA,NA,1094.648,NA,NA,NA,1071.598
702,"SGP","Singapore",1366.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,829.7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.0819,NA,NA,NA,NA,485.8179,NA,NA,NA,452.6309
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",2375.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202.729,NA,NA,NA,NA,959.7512,NA,NA,NA,873.467
705,"SVN","Slovenia",1298.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,964.0876,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.6279,NA,NA,NA,NA,476.1734,NA,NA,NA,441.4443
90,"SLB","Solomon Islands",481.7602,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.5512,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.9881,NA,NA,NA,NA,877.9249,NA,NA,NA,970.0348
706,"SOM","Somalia",254.9587,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.9797,NA,NA,NA,NA,235.1231,NA,NA,NA,244.108
710,"ZAF","South Africa",1827.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,2294.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288.626,NA,NA,NA,NA,2085.086,NA,NA,NA,1785.515
410,"KOR","South Korea",1653.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,644.0733,NA,NA,NA,NA,610.0733,NA,NA,NA,598.736
728,"SSD","South Sudan",781.9492,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.6593,NA,NA,NA,NA,NA,NA,NA,NA,NA,810.8539,NA,NA,NA,NA,933.491,NA,NA,NA,849.1066
724,"ESP","Spain",598.7003,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.9624,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.7762,NA,NA,NA,NA,241.6936,NA,NA,NA,213.0248
144,"LKA","Sri Lanka",779.1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,913.2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,994.228,NA,NA,NA,NA,801.3562,NA,NA,NA,821.2361
275,"PSE","State of Palestine",1557.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322.008,NA,NA,NA,NA,2239.353,NA,NA,NA,2058.353
729,"SDN","Sudan",988.9685,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745.734,NA,NA,NA,NA,2034.369,NA,NA,NA,2354.163
740,"SUR","Suriname",1492.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390.645,NA,NA,NA,NA,1613.615,NA,NA,NA,1365.663
752,"SWE","Sweden",378.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.6066,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.4383,NA,NA,NA,NA,82.1615,NA,NA,NA,72.7422
756,"CHE","Switzerland",731.5553,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.4816,NA,NA,NA,NA,230.942,NA,NA,NA,181.6931
760,"SYR","Syria",3107.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,2628.826,NA,NA,NA,NA,2606.062,NA,NA,NA,2397.222
158,"TWN","Taiwan",1016.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,762.7929,NA,NA,NA,NA,801.8838,NA,NA,NA,738.667
762,"TJK","Tajikistan",1735.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,2369.992,NA,NA,NA,NA,2826.836,NA,NA,NA,2720.715
834,"TZA","Tanzania",417.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.7878,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.2442,NA,NA,NA,NA,639.8854,NA,NA,NA,615.7284
764,"THA","Thailand",1244.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114.854,NA,NA,NA,NA,915.2558,NA,NA,NA,935.4898
626,"TLS","Timor-Leste",387.4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.3817,NA,NA,NA,NA,673.8184,NA,NA,NA,709.8779
768,"TGO","Togo",882.1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.682,NA,NA,NA,NA,1235.914,NA,NA,NA,1214.7
776,"TON","Tonga",473.2849,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.8452,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.4835,NA,NA,NA,NA,661.8259,NA,NA,NA,694.748
780,"TTO","Trinidad and Tobago",2084.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.504,NA,NA,NA,NA,1371.331,NA,NA,NA,1376.682
788,"TUN","Tunisia",1806.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908.644,NA,NA,NA,NA,1673.616,NA,NA,NA,1578.631
792,"TUR","Turkey",2292.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,1802.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612.614,NA,NA,NA,NA,1496.02,NA,NA,NA,1274.59
795,"TKM","Turkmenistan",3239.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,3725.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,2856.301,NA,NA,NA,NA,2961.976,NA,NA,NA,2629.277
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",492.8948,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.9855,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.3277,NA,NA,NA,NA,579.2704,NA,NA,NA,618.0109
800,"UGA","Uganda",342.8894,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.6007,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.6387,NA,NA,NA,NA,827.6753,NA,NA,NA,735.93
804,"UKR","Ukraine",1882.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1684.606,NA,NA,NA,NA,1631.154,NA,NA,NA,1354.134
784,"ARE","United Arab Emirates",3720.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,3855.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,3227.22,NA,NA,NA,NA,2640.876,NA,NA,NA,2430.077
826,"GBR","United Kingdom",1011.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.9079,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.9993,NA,NA,NA,NA,294.898,NA,NA,NA,280.5128
840,"USA","United States of America",767.098538514367,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.178087719067,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.998266963683,NA,NA,NA,NA,283.532624087799,NA,NA,NA,249.429602465306
858,"URY","Uruguay",597.1487,NA,NA,NA,NA,NA,NA,NA,NA,NA,493.2096,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.8694,NA,NA,NA,NA,352.5703,NA,NA,NA,327.4759
860,"UZB","Uzbekistan",2329.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,3961.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,4141.798,NA,NA,NA,NA,4354.322,NA,NA,NA,3922.067
548,"VUT","Vanuatu",537.3371,NA,NA,NA,NA,NA,NA,NA,NA,NA,709.7528,NA,NA,NA,NA,NA,NA,NA,NA,NA,806.2385,NA,NA,NA,NA,832.964,NA,NA,NA,900.1491
862,"VEN","Venezuela",1336.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243.299,NA,NA,NA,NA,1158.996,NA,NA,NA,1213.01
704,"VNM","Viet Nam",659.9674,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,1252.979,NA,NA,NA,NA,1126.823,NA,NA,NA,1094.85
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",903.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825.837,NA,NA,NA,NA,2134.789,NA,NA,NA,2229.568
894,"ZMB","Zambia",707.6966,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.2043,NA,NA,NA,NA,1082.847,NA,NA,NA,1084.6
716,"ZWE","Zimbabwe",740.1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.885,NA,NA,NA,NA,1183.381,NA,NA,NA,1035.292
