"code","iso","country","UWD.raw.1990","UWD.raw.1991","UWD.raw.1992","UWD.raw.1993","UWD.raw.1994","UWD.raw.1995","UWD.raw.1996","UWD.raw.1997","UWD.raw.1998","UWD.raw.1999","UWD.raw.2000","UWD.raw.2001","UWD.raw.2002","UWD.raw.2003","UWD.raw.2004","UWD.raw.2005","UWD.raw.2006","UWD.raw.2007","UWD.raw.2008","UWD.raw.2009","UWD.raw.2010","UWD.raw.2011","UWD.raw.2012","UWD.raw.2013","UWD.raw.2014","UWD.raw.2015","UWD.raw.2016","UWD.raw.2017","UWD.raw.2018","UWD.raw.2019"
4,"AFG","Afghanistan",1569.94037821977,NA,NA,NA,NA,NA,NA,NA,NA,NA,2286.60704446236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1154.48081566062,NA,NA,NA,NA,858.749687294318,NA,NA,NA,674.481232607599
8,"ALB","Albania",266.184020719185,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.509770081619,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.231862974906,NA,NA,NA,NA,123.307102988719,NA,NA,NA,116.095860273863
12,"DZA","Algeria",520.110401335126,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.950091251052,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.246467557082,NA,NA,NA,NA,135.524420643847,NA,NA,NA,127.632486713306
20,"AND","Andorra",3.19262286882187,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93983591447237,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75634107848982,NA,NA,NA,NA,1.7064970338109,NA,NA,NA,1.65559689644448
24,"AGO","Angola",14688.6069565826,NA,NA,NA,NA,NA,NA,NA,NA,NA,9897.39606754985,NA,NA,NA,NA,NA,NA,NA,NA,NA,4519.36411167981,NA,NA,NA,NA,3254.73399671752,NA,NA,NA,2329.17953201826
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",225.085427462986,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.707396742456,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.594348766577,NA,NA,NA,NA,172.693971942873,NA,NA,NA,174.021747067132
32,"ARG","Argentina",217.90164511854,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.018056064721,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3913153475934,NA,NA,NA,NA,60.0714852860427,NA,NA,NA,56.7573137143704
51,"ARM","Armenia",482.531061614651,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.150324913684,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.9772216760423,NA,NA,NA,NA,51.3443240499272,NA,NA,NA,47.9146943744759
533,"ABW","Aruba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"AUS","Australia",11.1869808643506,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68144721242439,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8763659997871,NA,NA,NA,NA,11.1758634499913,NA,NA,NA,10.4195131879779
40,"AUT","Austria",10.2785915800435,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3311799147537,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9808422509513,NA,NA,NA,NA,1.94892165744818,NA,NA,NA,1.87464432529304
31,"AZE","Azerbaijan",1136.80046138984,NA,NA,NA,NA,NA,NA,NA,NA,NA,806.860474845066,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.050071356312,NA,NA,NA,NA,161.115700561472,NA,NA,NA,156.484141570244
44,"BHS","Bahamas",201.187808315922,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.60262717338,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.846327028086,NA,NA,NA,NA,136.602233005835,NA,NA,NA,141.073375211422
48,"BHR","Bahrain",136.303251758938,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.00878029833,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.814487048385,NA,NA,NA,NA,122.064318663867,NA,NA,NA,118.709325988441
50,"BGD","Bangladesh",4887.82231444723,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095.14042854434,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044.24808819298,NA,NA,NA,NA,818.816903553693,NA,NA,NA,725.003687113064
52,"BRB","Barbados",158.578559804369,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.956468712961,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.426301679601,NA,NA,NA,NA,131.901625397523,NA,NA,NA,141.88553669776
112,"BLR","Belarus",122.0438990082,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.386403136492,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5264042329132,NA,NA,NA,NA,53.4642083644301,NA,NA,NA,51.450377361669
56,"BEL","Belgium",7.06239203661674,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68634439290878,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11358587179306,NA,NA,NA,NA,4.61934051142748,NA,NA,NA,4.11966240042225
84,"BLZ","Belize",767.131468445289,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.716306431235,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.380655844273,NA,NA,NA,NA,272.368738785315,NA,NA,NA,268.21649371425
204,"BEN","Benin",6257.18280275363,NA,NA,NA,NA,NA,NA,NA,NA,NA,4601.17666512775,NA,NA,NA,NA,NA,NA,NA,NA,NA,2828.01078793768,NA,NA,NA,NA,2513.84382241535,NA,NA,NA,2049.13617086556
60,"BMU","Bermuda",129.846196278102,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.703091307255,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.080029953755,NA,NA,NA,NA,124.860294775554,NA,NA,NA,129.195597078601
64,"BTN","Bhutan",3303.5185854382,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639.48468281488,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.263841547809,NA,NA,NA,NA,564.574606729804,NA,NA,NA,504.759877300402
68,"BOL","Bolivia",1799.99203547557,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.356713368095,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.712260308277,NA,NA,NA,NA,345.725117475657,NA,NA,NA,293.650731569093
70,"BIH","Bosnia and Herzegovina",171.631339663988,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.586090605076,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0164414055162,NA,NA,NA,NA,74.2510314073095,NA,NA,NA,67.5270298649636
72,"BWA","Botswana",4035.80650339474,NA,NA,NA,NA,NA,NA,NA,NA,NA,3159.28152278315,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860.62021231821,NA,NA,NA,NA,1405.07431523733,NA,NA,NA,1220.04441569288
76,"BRA","Brazil",1769.27365229838,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.882499403718,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.525578650099,NA,NA,NA,NA,203.516529000112,NA,NA,NA,173.156926953334
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",19.5301532345273,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5282221035946,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.079481903467,NA,NA,NA,NA,13.0975643944799,NA,NA,NA,11.513066648058
100,"BGR","Bulgaria",128.667296628489,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.36466902196,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9660507247426,NA,NA,NA,NA,69.0668547374611,NA,NA,NA,63.961198944546
854,"BFA","Burkina Faso",10073.6688435264,NA,NA,NA,NA,NA,NA,NA,NA,NA,6993.32108644208,NA,NA,NA,NA,NA,NA,NA,NA,NA,4043.7772558502,NA,NA,NA,NA,3431.17456294103,NA,NA,NA,3197.29223387526
108,"BDI","Burundi",7076.19449740808,NA,NA,NA,NA,NA,NA,NA,NA,NA,6675.52270058823,NA,NA,NA,NA,NA,NA,NA,NA,NA,4916.66115646826,NA,NA,NA,NA,4500.96333800668,NA,NA,NA,3906.23772946424
132,"CPV","Cabo Verde",3748.69667003409,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257.56213795075,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.549127527406,NA,NA,NA,NA,432.239897545437,NA,NA,NA,399.949355047514
116,"KHM","Cambodia",3105.66294275228,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969.30004755786,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.727062454037,NA,NA,NA,NA,529.431374124757,NA,NA,NA,438.739248026976
120,"CMR","Cameroon",8205.34673803916,NA,NA,NA,NA,NA,NA,NA,NA,NA,7313.39060915404,NA,NA,NA,NA,NA,NA,NA,NA,NA,5376.44443539807,NA,NA,NA,NA,3976.77218065042,NA,NA,NA,3306.78637874547
124,"CAN","Canada",10.1510443418358,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96595104235065,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56910895188978,NA,NA,NA,NA,4.99679633637582,NA,NA,NA,4.85767794129543
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",11597.1389555698,NA,NA,NA,NA,NA,NA,NA,NA,NA,9929.57708096071,NA,NA,NA,NA,NA,NA,NA,NA,NA,8538.33674789764,NA,NA,NA,NA,8734.0075944795,NA,NA,NA,8138.96444410209
148,"TCD","Chad",11119.7875981834,NA,NA,NA,NA,NA,NA,NA,NA,NA,10596.3595305292,NA,NA,NA,NA,NA,NA,NA,NA,NA,10124.9646612368,NA,NA,NA,NA,8731.44050251581,NA,NA,NA,7667.56331050181
152,"CHL","Chile",121.672702281377,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.0492713201009,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5019689557734,NA,NA,NA,NA,33.7828705922066,NA,NA,NA,31.9899527784609
156,"CHN","China",586.911613160351,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.24314192235,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8287276722139,NA,NA,NA,NA,63.0144643101859,NA,NA,NA,61.8118555439523
170,"COL","Colombia",724.207264574743,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.26045815038,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.302872632204,NA,NA,NA,NA,130.145852100295,NA,NA,NA,118.535090137971
174,"COM","Comoros",5444.58478074061,NA,NA,NA,NA,NA,NA,NA,NA,NA,5612.49605502446,NA,NA,NA,NA,NA,NA,NA,NA,NA,2401.99098483854,NA,NA,NA,NA,2217.93669831106,NA,NA,NA,1779.93199369334
184,"COK","Cook Islands",200.333830170472,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.385487943613,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.032671961998,NA,NA,NA,NA,162.874217725968,NA,NA,NA,173.569751800798
188,"CRI","Costa Rica",238.386585397855,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.842673230946,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4830289746049,NA,NA,NA,NA,84.8878790092562,NA,NA,NA,78.7131242714948
384,"CIV","Cote d'Ivoire",4458.24474727823,NA,NA,NA,NA,NA,NA,NA,NA,NA,3916.89465036283,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354.63320114872,NA,NA,NA,NA,2107.80751152849,NA,NA,NA,1571.67509513417
191,"HRV","Croatia",83.1704360960153,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4580726542149,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8028969607284,NA,NA,NA,NA,44.6828253304718,NA,NA,NA,42.176749438678
192,"CUB","Cuba",256.456472651639,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.55200284928,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.565353972065,NA,NA,NA,NA,164.618958940212,NA,NA,NA,162.787467208135
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",12.3295750471011,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43730354466419,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8853011563782,NA,NA,NA,NA,4.95762128689334,NA,NA,NA,4.56457897655043
203,"CZE","Czech Republic",64.7914426607992,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.636232678812,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4805518714345,NA,NA,NA,NA,40.4241421984442,NA,NA,NA,36.4674557643662
180,"COD","Dem. Rep. Congo",4062.7857803854,NA,NA,NA,NA,NA,NA,NA,NA,NA,5993.02106897655,NA,NA,NA,NA,NA,NA,NA,NA,NA,4392.88653771584,NA,NA,NA,NA,3051.813141071,NA,NA,NA,2090.09899313844
208,"DNK","Denmark",5.31248103033677,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3737605854146,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83550857019819,NA,NA,NA,NA,3.5586855130292,NA,NA,NA,3.31203147285415
262,"DJI","Djibouti",5900.61185344081,NA,NA,NA,NA,NA,NA,NA,NA,NA,4141.52836104397,NA,NA,NA,NA,NA,NA,NA,NA,NA,2128.82660647,NA,NA,NA,NA,1646.31729994534,NA,NA,NA,1434.76063063168
212,"DMA","Dominica",287.668784008226,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.234768941627,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.194256433296,NA,NA,NA,NA,191.188080738383,NA,NA,NA,198.527215540535
214,"DOM","Dominican Republic",2142.81614288939,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046.73062179479,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.023776689764,NA,NA,NA,NA,409.631898128742,NA,NA,NA,378.451710158273
218,"ECU","Ecuador",1266.31265293638,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.080328942181,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.514465883626,NA,NA,NA,NA,164.625006159043,NA,NA,NA,154.405895165179
818,"EGY","Egypt",2629.28615906552,NA,NA,NA,NA,NA,NA,NA,NA,NA,989.926206612906,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.780471885711,NA,NA,NA,NA,472.872242032472,NA,NA,NA,336.877508025149
222,"SLV","El Salvador",2307.94933640135,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.187835756312,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.275934012603,NA,NA,NA,NA,265.330820788136,NA,NA,NA,244.969858705585
226,"GNQ","Equatorial Guinea",11978.3164464847,NA,NA,NA,NA,NA,NA,NA,NA,NA,4312.06297726449,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.81530949409,NA,NA,NA,NA,659.727482082652,NA,NA,NA,587.174180223761
232,"ERI","Eritrea",12646.9792328438,NA,NA,NA,NA,NA,NA,NA,NA,NA,6535.99888377872,NA,NA,NA,NA,NA,NA,NA,NA,NA,5049.24892332019,NA,NA,NA,NA,4258.62626929754,NA,NA,NA,3602.82307756513
233,"EST","Estonia",89.3567979342719,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3787921142606,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7215698566507,NA,NA,NA,NA,59.5857793884792,NA,NA,NA,58.2872520156804
748,"SWZ","Eswatini",3692.22052903527,NA,NA,NA,NA,NA,NA,NA,NA,NA,3968.30957686323,NA,NA,NA,NA,NA,NA,NA,NA,NA,3482.4044229321,NA,NA,NA,NA,2620.54704040576,NA,NA,NA,2281.24554292377
231,"ETH","Ethiopia",10131.1495749626,NA,NA,NA,NA,NA,NA,NA,NA,NA,7295.54599733644,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610.40958031292,NA,NA,NA,NA,2965.75421058637,NA,NA,NA,2461.45095907755
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",941.455519943902,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.249914199969,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.745080708111,NA,NA,NA,NA,533.359729653904,NA,NA,NA,487.507078899897
246,"FIN","Finland",5.42430380960918,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67578644058447,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20158066924703,NA,NA,NA,NA,1.91993576486053,NA,NA,NA,1.80989598561626
250,"FRA","France",10.5381863745668,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82757059261386,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13773833046112,NA,NA,NA,NA,4.17502362669189,NA,NA,NA,3.88683301708396
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",2955.34720957885,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942.05400980963,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.82789278612,NA,NA,NA,NA,890.311650323299,NA,NA,NA,708.040128641354
